SKU;Descrição;Validade;Estoque
13837463;MAG Tempero Empana LemonPpr 12(9x60g)BR;01/12/2026;5
13837464;MAG Tempero Empana Paprica 12(9x60g)BR;01/12/2026;3
13837465;KK 4Fngr Tutti Frutti 4(24x41,5g) BR;10/04/2027;0
13837609;KK 4Fngr Dark ChocMint 4(24x41,5g) BR;21/03/2027;0
13837644;MAG Tempero Empana Parmesao12(9x60g)BR;01/12/2026;3
13842963;SFLR Chocolate ao Leite 4(16x80g) N1 BR;10/03/2027;0
13864756;GLK Tablete Recheado 4(14x90g) BR;25/01/2027;0
13882992;MAG Macarrao Sabor Bechamel 12(9x65g) BR;01/01/2027;4
13882993;MAG Macarrao Sabor Tomate 12(9x65g) BR;01/01/2027;5
13882994;MAG Macarrao Sab MacN Chse 12(9x65g) BR;01/11/2026;7
13926876;NEST Chocobiscuit Choc Branco 30x78g BR;12/11/2026;32
13945245;GRT Bombons Sortidos Caixa 30x220g BR;08/04/2027;1217
13982513;PSTMP Bisc Rech Choc 70x130g PR10%GrtsBR;14/12/2026;0
13991250;ESPD Bombons Sortidos Caixa 30x220g BR;15/04/2027;0
14024359;KK 4Fngr Latte Macchiato 4(24x41,5g) BR;02/02/2027;0
14089195;PRPN Des Excp Filhote Mini&Peq 7,5kg BR;#N/D;0
14106543;GRT Tablete Rech Crocante 4(14x90g) N1BR;15/01/2027;0
14106626;SDA Tablete Recheado 4(14x90g)BR;13/12/2026;0
14123574;NNHO Lepo Integral Sac12x575gPR85gGrtsBR;01/03/2027;0
14123615;SFLR Duo 12(20x50g) BR;25/02/2027;0
14123616;SDA Choco Trio 4(12x90g) BR;03/03/2027;0
14131309;BTN Tablete Rech 4(14x90g) BR;11/12/2026;0
14317522;NCU Achoc Po Cilindro Copa 36x350g BR;01/02/2027;0
14376159;NTRN Prtn 15g Choc 4(6x260ml)PR25%Dsc BR;01/03/2027;13
14376161;NTRN Prtn15g Wafer 4(6x260ml) PR25%DscBR;01/03/2027;0
14377096;NTRN SENIOR Po 6x740g PR25%Dsc BR;#N/D;15
14377098;NTRN SENIOR Po Baun 24x370g PR20%Dsc BR;01/09/2027;0
14385458;NTRN SENIOR Po Baun 6x740g PR25%Dsc BR;01/09/2027;0
14476614;GRT Tablete Pe de Moleque 4(16x80g) BR;#N/D;101
14506131;PSTMP Biscoito Rech Galak 66x90g BR;13/02/2027;0
14506333;PSTMP Biscoito Rech Prestigio 66x90g BR;16/02/2027;15
14506353;PSTMP Biscoito Rech Alpino 66x90g BR;09/02/2027;15
14507345;MCLN Cereal Leite 24x160g N1 BR;01/12/2026;0
14507390;MCLN Cereal Leite 9x560g N1 BR;01/12/2026;0
14507681;NESC NPro Copo Futebol 200ml 25x40Uni BR;#N/D;1
14510840;GRT BombonsSortidosCx 30x220gPR10%DscBR;#N/D;1680
14513265;NEST ChocoStickCrmlSalgado 12(12x24g)BR;#N/D;0
14513277;BTN ChocoStick Caribe 12(12x24g) BR;#N/D;0
14513949;BTN ChocoStick TriploChoc 12(12x26g)BR;#N/D;0
14513974;BTN ChocoStickCookies&Cream 12(12x26g)BR;#N/D;0
14513980;NEST ChocoStick Avela 12(12x26g) BR;#N/D;0
